al_geo_id	al_vote_id	countyfp10	vap	statefp10	vtdst10	ctyvtd	geo_old	geoid10	vtdi10	name10	namelsad10	lsad10	mtfcc10	funcstat10	aland10	awater10	intptlat10	intptlon10	name	pop100	al_agg	fraction	v24	precinct	tot08	usp_d_08	usp_r_08	usp_tot	uss_d_08	uss_r_08	uss_tot	ush_d_08_1	ush_r_08_1	ush_tot__1_	tot06	ush_d_06_1	ush_r_06_1	gov_d_06	gov_r_06	ltgov_d_06	ltgov_r_06	ag_d_06	ag_r_06	sos_d_06	sos_r_06	treas_d_06	treas_r_06	audit_d_06	audit_r_06	ush_d_08	ush_d_06	ush_r_08	ush_r_06	p_08	s_08	h_08	g_06	a_06	h_06	l_06	y_06	t_06	d_06	av	ndv	nrv
618	"868"	55	6445	1	"2301"	"55 2301"	"10552301"	"010552301"	"A"	"Rainbow City Community Center"	"Rainbow City Community Center"	0	"G5240"	"N"	80352358	2157125	33.94736	-86.08987	"Rainbow City Community Center"	8460	"6445"	"1"	"NA"	"RAINBOW CITY COMMUNITY CNTR 1, 2, 3"	3529.0	691.0	2776.0	3512.0	734.0	2714.0	3455.0	767.0	2672.0	3447.0	2405.0	563.0	1810.0	778.0	1549.0	1047.0	1312.0	814.0	1537.0	683.0	1620.0	666.0	1628.0	836.0	1381.0	767.0	563.0	2672.0	1810.0	0.19930775	0.21287704	0.22302996	0.33433604	0.34623563	0.23725243	0.44383213	0.2965697	0.29032257	0.37708616	0.29608494	1026.5265	2440.4734
619	"878"	55	1013	1	"108"	"55 108"	"10550108"	"010550108"	"P"	"Tabernacle Church Activity CTR"	"Tabernacle Church Activity CTR"	0	"G5240"	"S"	2975831	1993315	33.99436	-86.02735	"Tabernacle Church Activity CTR"	1232	"1013"	"1"	"NA"	"TABERNACLE CHURCH"	372.0	129.0	236.0	372.0	127.0	237.0	364.0	138.0	223.0	362.0	260.0	123.0	135.0	141.0	109.0	170.0	88.0	149.0	106.0	143.0	110.0	143.0	108.0	157.0	87.0	138.0	123.0	223.0	135.0	0.35342467	0.3489011	0.38227147	0.564	0.58431375	0.47674417	0.65891474	0.5652174	0.5697211	0.64344263	0.5146951	187.86371	177.13629
620	"884"	55	1808	1	"106"	"55 106"	"10550106"	"010550106"	"P"	"Walnut Park Recreation Center"	"Walnut Park Recreation Center"	0	"G5240"	"S"	16129948	0	33.993694	-86.07185	"Walnut Park Recreation Center"	2341	"1808"	"1"	"NA"	"WALNUT PARK RECREATION CENTER"	746.0	240.0	493.0	742.0	265.0	469.0	736.0	271.0	465.0	737.0	540.0	252.0	280.0	321.0	209.0	355.0	180.0	282.0	249.0	297.0	225.0	301.0	216.0	322.0	185.0	271.0	252.0	465.0	280.0	0.32742155	0.36103544	0.36820653	0.6056604	0.53107345	0.47368422	0.6635514	0.5689655	0.58220506	0.6351085	0.5116912	375.06964	357.93036
621	"848"	55	3204	1	"107"	"55 107"	"10550107"	"010550107"	"P"	"Gadsden Convention Center"	"Gadsden Convention Center"	0	"G5240"	"S"	5436244	205997	34.00761	-86.01359	"Gadsden Convention Center"	4057	"3204"	"1"	"NA"	"GADSDEN CONVENTION HALL 1, 2"	1535.0	845.0	665.0	1527.0	808.0	704.0	1512.0	822.0	684.0	1508.0	1105.0	505.0	575.0	574.0	508.0	665.0	417.0	596.0	469.0	555.0	502.0	524.0	531.0	608.0	415.0	822.0	505.0	684.0	575.0	0.5596027	0.5343915	0.5458167	0.5304991	0.55962443	0.4675926	0.61460257	0.52507097	0.49668247	0.59433043	0.54282135	819.6602	690.3398
622	"858"	55	2256	1	"110"	"55 110"	"10550110"	"010550110"	"P"	"Meadowbrook Baptist Church"	"Meadowbrook Baptist Church"	0	"G5240"	"S"	7068789	1025504	33.969223	-86.01551	"Meadowbrook Baptist Church"	2808	"2256"	"1"	"NA"	"MEADOW BROOK BAPTIST CHURCH"	1578.0	292.0	1265.0	1571.0	241.0	1314.0	1558.0	271.0	1277.0	1551.0	1321.0	236.0	1062.0	384.0	905.0	492.0	806.0	415.0	862.0	285.0	971.0	266.0	987.0	345.0	853.0	271.0	236.0	1277.0	1062.0	0.18754014	0.15498392	0.1750646	0.29790536	0.32498044	0.18181819	0.37904468	0.22691083	0.2122905	0.28797996	0.24285185	378.12036	1178.8796
623	"842"	55	3630	1	"111"	"55 111"	"10550111"	"010550111"	"P"	"East Gadsden Rec Center"	"East Gadsden Rec Center"	0	"G5240"	"S"	11755572	390827	33.997948	-85.96229	"East Gadsden Rec Center"	4896	"3630"	"1"	"NA"	"EAST GADSDEN RECREATION CENTER 1"	1706.0	1344.0	347.0	1703.0	1297.0	374.0	1672.0	1296.0	379.0	1677.0	992.0	658.0	317.0	740.0	236.0	800.0	185.0	698.0	272.0	743.0	218.0	696.0	250.0	766.0	173.0	1296.0	658.0	379.0	317.0	0.794796	0.77618194	0.77373135	0.7581967	0.7195876	0.6748718	0.8121827	0.77315295	0.7357294	0.81576145	0.7634192	1290.9419	400.05814
624	"881"	55	4164	1	"109"	"55 109"	"10550109"	"010550109"	"P"	"Wallace Hall"	"Wallace Hall"	0	"G5240"	"S"	11287636	439549	33.985313	-85.97881	"Wallace Hall"	5337	"4164"	"1"	"NA"	"WALLACE HALL COMM COLLEGE 1, 2"	1929.0	1437.0	467.0	1922.0	1384.0	519.0	1906.0	1386.0	505.0	1892.0	1232.0	770.0	444.0	899.0	314.0	967.0	250.0	875.0	329.0	867.0	337.0	823.0	368.0	918.0	263.0	1386.0	770.0	505.0	444.0	0.7547269	0.72727275	0.7329455	0.7411377	0.7267442	0.6342669	0.7945768	0.7200997	0.69101596	0.7773074	0.7300094	1389.9379	514.06213
625	"886"	55	1278	1	"2401"	"55 2401"	"10552401"	"010552401"	"P"	"Whorton Bend Fire Station"	"Whorton Bend Fire Station"	0	"G5240"	"S"	13461510	2800816	33.951065	-85.98578	"Whorton Bend Fire Station"	1638	"1278"	"1"	"NA"	"WHORTON BEND FIRE STATION"	866.0	108.0	749.0	862.0	106.0	744.0	851.0	118.0	734.0	853.0	631.0	98.0	521.0	185.0	435.0	221.0	400.0	172.0	433.0	127.0	477.0	123.0	468.0	161.0	397.0	118.0	98.0	734.0	521.0	0.126021	0.12470588	0.13849765	0.2983871	0.28429753	0.15831988	0.3558776	0.2102649	0.20812182	0.28853047	0.21930239	187.94214	669.05786
626	"851"	55	3987	1	"401"	"55 401"	"10550401"	"010550401"	"A"	"George Wallace Senior Citizens"	"George Wallace Senior Citizens"	0	"G5240"	"N"	50661324	3619541	33.940395	-85.93768	"George Wallace Senior Citizens"	5063	"3987"	"1"	"NA"	"GEORGE WALLACE SENIOR CNTR 1, 2"	2657.0	471.0	2125.0	2639.0	529.0	2070.0	2605.0	553.0	2044.0	2599.0	1802.0	562.0	1203.0	807.0	946.0	913.0	855.0	720.0	1021.0	640.0	1084.0	659.0	1043.0	804.0	843.0	553.0	562.0	2044.0	1203.0	0.18143298	0.20353982	0.21293801	0.46035367	0.4135554	0.3184136	0.5164027	0.3712297	0.38719153	0.48816028	0.35532176	922.41534	1673.5847
627	"879"	55	826	1	"301"	"55 301"	"10550301"	"010550301"	"A"	"Tillison Bend Water Authority"	"Tillison Bend Water Authority"	0	"G5240"	"N"	6308016	596676	34.00676	-85.93108	"Tillison Bend Water Authority"	989	"826"	"1"	"NA"	"TILLISON BEND WATER AUTHORITY"	581.0	98.0	471.0	576.0	114.0	450.0	565.0	124.0	445.0	569.0	450.0	135.0	298.0	197.0	243.0	228.0	207.0	172.0	253.0	165.0	261.0	167.0	250.0	203.0	189.0	124.0	135.0	445.0	298.0	0.17223199	0.20212767	0.21792619	0.44772726	0.40470588	0.31177828	0.5241379	0.38732395	0.4004796	0.51785713	0.35862958	204.06024	364.93976
628	"864"	55	2484	1	"104"	"55 104"	"10550104"	"010550104"	"A"	"North Gadsden Recreation Center"	"North Gadsden Recreation Center"	0	"G5240"	"N"	9567205	332810	34.035175	-85.968544	"North Gadsden Recreation Center"	3175	"2484"	"1"	"NA"	"NORTH GADSDEN RECREATION CENTER"	1156.0	627.0	503.0	1146.0	635.0	494.0	1129.0	643.0	493.0	1136.0	727.0	365.0	348.0	435.0	280.0	477.0	238.0	400.0	314.0	430.0	277.0	396.0	302.0	462.0	221.0	643.0	365.0	493.0	348.0	0.55486727	0.5624446	0.56602114	0.6083916	0.5602241	0.51192147	0.66713285	0.60820365	0.56733525	0.67642754	0.58829695	664.7756	465.22446
629	"865"	55	2933	1	"801"	"55 801"	"10550801"	"010550801"	"A"	"NE Etowah Community Center"	"NE Etowah Community Center"	0	"G5240"	"N"	107807128	3209886	34.07266	-85.89919	"NE Etowah Community Center"	3775	"2933"	"1"	"NA"	"NORTHEAST ETOWAH COMMUNITY CENTER 1, 2"	1602.0	400.0	1159.0	1590.0	435.0	1135.0	1572.0	477.0	1098.0	1576.0	1102.0	410.0	675.0	532.0	533.0	620.0	461.0	499.0	574.0	458.0	603.0	478.0	570.0	543.0	482.0	477.0	410.0	1098.0	675.0	0.25657472	0.27707008	0.30285713	0.49953052	0.46505126	0.3778802	0.573543	0.43166825	0.45610687	0.52975607	0.4170038	650.10895	908.89105
630	"837"	55	2236	1	"103"	"55 103"	"10550103"	"010550103"	"A"	"Carver Community Center"	"Carver Community Center"	0	"G5240"	"N"	3703072	0	34.025726	-86.007935	"Carver Community Center"	3141	"2236"	"1"	"NA"	"CARVER COMMUNITY CENTER 1, 2"	1307.0	1276.0	29.0	1306.0	1233.0	60.0	1293.0	1229.0	61.0	1290.0	678.0	602.0	69.0	625.0	50.0	638.0	38.0	608.0	63.0	626.0	42.0	566.0	97.0	634.0	29.0	1229.0	602.0	61.0	69.0	0.9777778	0.9535963	0.9527132	0.9259259	0.9061103	0.8971684	0.943787	0.93712574	0.85369533	0.9562594	0.9304159	1214.1927	90.807205
631	"834"	55	3277	1	"1402"	"55 1402"	"10551402"	"010551402"	"A"	"Attalla Recreation Center"	"Attalla Recreation Center"	0	"G5240"	"N"	44375518	968356	33.989532	-86.13872	"Attalla Recreation Center"	4177	"3277"	"1"	"NA"	"ATTALLA RECREATION CENTER 1, 2"	1580.0	347.0	1212.0	1576.0	372.0	1171.0	1545.0	408.0	1130.0	1539.0	1042.0	340.0	687.0	488.0	509.0	591.0	430.0	453.0	563.0	444.0	549.0	457.0	517.0	534.0	428.0	408.0	340.0	1130.0	687.0	0.22257857	0.2410888	0.2652796	0.4894684	0.44586614	0.33106133	0.57884425	0.4471299	0.46919918	0.5550935	0.40456098	630.7106	928.2894
632	"836"	55	432	1	"901"	"55 901"	"10550901"	"010550901"	"A"	"Black Creek Baptist Church"	"Black Creek Baptist Church"	0	"G5240"	"N"	42211137	0	34.17071	-85.88551	"Black Creek Baptist Church"	599	"432"	"1"	"NA"	"BLACK CREEK CHURCH FELLOWSHIP"	260.0	28.0	225.0	257.0	60.0	197.0	257.0	58.0	198.0	256.0	199.0	68.0	127.0	93.0	103.0	114.0	83.0	81.0	109.0	91.0	99.0	91.0	95.0	100.0	83.0	58.0	68.0	198.0	127.0	0.11067194	0.23346303	0.2265625	0.4744898	0.42631578	0.34871796	0.5786802	0.47894737	0.48924732	0.5464481	0.3913544	99.012665	153.98734
633	"856"	55	416	1	"502"	"55 502"	"10550502"	"010550502"	"P"	"Liberty Methodist Church"	"Liberty Methodist Church"	0	"G5240"	"S"	19384191	964021	34.035484	-85.89043	"Liberty Methodist Church"	524	"416"	"1"	"NA"	"LIBERTY METHODIST CHURCH"	300.0	51.0	238.0	298.0	55.0	239.0	294.0	68.0	227.0	295.0	214.0	67.0	141.0	91.0	116.0	114.0	92.0	87.0	122.0	89.0	114.0	81.0	122.0	100.0	97.0	68.0	67.0	227.0	141.0	0.1764706	0.18707483	0.23050848	0.43961352	0.41626793	0.3221154	0.5533981	0.43842363	0.39901477	0.5076142	0.36705014	106.07749	182.92252
634	"839"	55	573	1	"1301"	"55 1301"	"10551301"	"010551301"	"A"	"Cave Springs Community Center"	"Cave Springs Community Center"	0	"G5240"	"N"	19214815	0	34.086018	-86.07884	"Cave Springs Community Center"	776	"573"	"1"	"NA"	"CAVE SPRINGS COMM CLUB HOUSE"	278.0	42.0	226.0	275.0	61.0	212.0	273.0	58.0	212.0	270.0	176.0	47.0	124.0	63.0	101.0	88.0	78.0	69.0	102.0	51.0	115.0	56.0	105.0	77.0	84.0	58.0	47.0	212.0	124.0	0.15671642	0.22344323	0.21481481	0.38414633	0.40350878	0.2748538	0.5301205	0.30722892	0.3478261	0.47826087	0.33209196	89.00065	178.99934
635	"840"	55	1671	1	"1602"	"55 1602"	"10551602"	"010551602"	"A"	"Dist. 3 Maintenance Shop"	"Dist. 3 Maintenance Shop"	0	"G5240"	"N"	47291630	55928	34.169003	-86.0585	"Dist. 3 Maintenance Shop"	2233	"1671"	"1"	"NA"	"DISTRICT NO3 MAINTENANCE SHOP"	799.0	155.0	628.0	792.0	146.0	625.0	772.0	150.0	618.0	771.0	516.0	151.0	350.0	201.0	296.0	253.0	249.0	192.0	308.0	175.0	314.0	194.0	291.0	235.0	238.0	150.0	151.0	618.0	350.0	0.19795658	0.18936446	0.1953125	0.40442654	0.384	0.3013972	0.5039841	0.3578732	0.4	0.49682876	0.34311435	268.6585	514.3415
636	"874"	55	1413	1	"1601"	"55 1601"	"10551601"	"010551601"	"A"	"Sardis City Hall"	"Sardis City Hall"	0	"G5240"	"N"	22538301	50933	34.172413	-86.1191	"Sardis City Hall"	1865	"1413"	"1"	"NA"	"SARDIS CITY HALL"	826.0	144.0	670.0	820.0	136.0	666.0	804.0	144.0	662.0	807.0	540.0	141.0	384.0	225.0	299.0	256.0	273.0	197.0	322.0	176.0	331.0	170.0	332.0	210.0	266.0	144.0	141.0	662.0	384.0	0.17690417	0.16957606	0.17866005	0.42938933	0.37957612	0.26857144	0.48393196	0.34714004	0.33864543	0.44117647	0.3213571	261.5847	552.41534
637	"855"	55	738	1	"2601"	"55 2601"	"10552601"	"010552601"	"P"	"Ivalee Volunteer Fire Dept."	"Ivalee Volunteer Fire Dept."	0	"G5240"	"S"	23657493	0	34.04227	-86.14617	"Ivalee Volunteer Fire Dept."	951	"738"	"1"	"NA"	"IVALEE VOLUNTEER FIRE DEPARTMENT"	432.0	86.0	330.0	431.0	108.0	315.0	423.0	114.0	304.0	419.0	318.0	104.0	205.0	136.0	158.0	170.0	141.0	127.0	181.0	117.0	183.0	125.0	171.0	147.0	145.0	114.0	104.0	304.0	205.0	0.20673077	0.25531915	0.27272728	0.46258503	0.41233766	0.33656958	0.54662377	0.39	0.4222973	0.50342464	0.38086152	158.4384	257.5616
638	"885"	55	476	1	"2101"	"55 2101"	"10552101"	"010552101"	"A"	"West Etowah Vol. Fire Dept."	"West Etowah Vol. Fire Dept."	0	"G5240"	"N"	43026014	101872	33.986572	-86.3193	"West Etowah Vol. Fire Dept."	625	"476"	"1"	"NA"	"WEST ETOWAH VOLUNTEER FIRE STATION"	210.0	23.0	177.0	205.0	22.0	182.0	205.0	27.0	176.0	204.0	131.0	31.0	98.0	57.0	71.0	70.0	59.0	58.0	70.0	53.0	73.0	46.0	74.0	59.0	59.0	27.0	31.0	176.0	98.0	0.115	0.10784314	0.13300492	0.4453125	0.453125	0.24031007	0.5426357	0.42063493	0.38333333	0.5	0.33411995	66.82399	133.17601
639	"859"	55	1046	1	"1801"	"55 1801"	"10551801"	"010551801"	"P"	"Morton Chapel Church"	"Morton Chapel Church"	0	"G5240"	"S"	52856732	31781	34.06093	-86.22575	"Morton Chapel Church"	1393	"1046"	"1"	"NA"	"MORTON CHAPEL CHURCH"	446.0	82.0	351.0	442.0	90.0	346.0	437.0	99.0	335.0	434.0	309.0	125.0	176.0	160.0	126.0	183.0	120.0	146.0	153.0	128.0	163.0	126.0	161.0	159.0	119.0	99.0	125.0	335.0	176.0	0.18937644	0.20642202	0.2281106	0.55944055	0.4882943	0.4152824	0.6039604	0.43986255	0.4390244	0.57194245	0.4141716	179.3363	253.6637
640	"872"	55	589	1	"1101"	"55 1101"	"10551101"	"010551101"	"A"	"Reece City Town Hall"	"Reece City Town Hall"	0	"G5240"	"N"	33672065	5933	34.085262	-86.03339	"Reece City Town Hall"	754	"589"	"1"	"NA"	"REECE CITY TOWN HALL"	370.0	56.0	302.0	364.0	70.0	294.0	366.0	85.0	280.0	366.0	267.0	72.0	189.0	117.0	139.0	152.0	113.0	112.0	150.0	105.0	152.0	101.0	151.0	113.0	130.0	85.0	72.0	280.0	189.0	0.15642458	0.1923077	0.23287672	0.45703125	0.4274809	0.27586207	0.5735849	0.4085603	0.40079364	0.46502057	0.35899428	128.51994	229.48006
641	"860"	55	2034	1	"1501"	"55 1501"	"10551501"	"010551501"	"A"	"Mountainboro City Hall"	"Mountainboro City Hall"	0	"G5240"	"N"	59431634	351618	34.1224	-86.140144	"Mountainboro City Hall"	2661	"2034"	"1"	"NA"	"MOUNTAINBORO CITY HALL"	897.0	156.0	721.0	888.0	159.0	716.0	876.0	188.0	684.0	875.0	595.0	166.0	421.0	266.0	312.0	315.0	268.0	228.0	352.0	218.0	345.0	234.0	326.0	252.0	298.0	188.0	166.0	684.0	421.0	0.17787914	0.18171428	0.21559633	0.4602076	0.39310345	0.28279388	0.5403088	0.38721138	0.41785714	0.45818183	0.35148537	308.2527	568.7473
642	"883"	55	685	1	"1901"	"55 1901"	"10551901"	"010551901"	"A"	"Walnut Grove Vol. Fire Dept."	"Walnut Grove Vol. Fire Dept."	0	"G5240"	"N"	35042457	120865	34.070347	-86.286	"Walnut Grove Vol. Fire Dept."	888	"685"	"1"	"NA"	"WALNUT GROVE FIRE DEPARTMENT"	400.0	53.0	338.0	398.0	67.0	327.0	394.0	71.0	320.0	391.0	265.0	74.0	184.0	118.0	131.0	150.0	109.0	97.0	160.0	89.0	161.0	103.0	145.0	113.0	127.0	71.0	74.0	320.0	184.0	0.13554987	0.17005076	0.18158568	0.47389558	0.3774319	0.2868217	0.57915056	0.356	0.41532257	0.47083333	0.3446642	134.7637	256.2363
643	"861"	55	2026	1	"1603"	"55 1603"	"10551603"	"010551603"	"P"	"New Union Community Center"	"New Union Community Center"	0	"G5240"	"S"	66081438	64728	34.125282	-86.23097	"New Union Community Center"	2755	"2026"	"1"	"NA"	"NEW UNION COMMUNITY CENTER"	888.0	133.0	722.0	877.0	157.0	706.0	865.0	181.0	683.0	866.0	560.0	135.0	415.0	229.0	302.0	279.0	262.0	200.0	336.0	176.0	348.0	165.0	350.0	214.0	276.0	181.0	135.0	683.0	415.0	0.15555556	0.18192352	0.20949075	0.43126178	0.37313432	0.24545455	0.51571167	0.33587787	0.32038835	0.4367347	0.3205533	274.07306	580.92694
644	"875"	55	6281	1	"201"	"55 201"	"10550201"	"010550201"	"A"	"Southside H S Old Lunchroom"	"Southside H S Old Lunchroom"	0	"G5240"	"N"	52845741	8011702	33.899437	-86.02762	"Southside H S Old Lunchroom"	8319	"6281"	"1"	"NA"	"SOUTHSIDE HS OLD LUNCH ROOM 1, 2, 3"	4101.0	628.0	3396.0	4085.0	691.0	3323.0	4025.0	746.0	3275.0	4025.0	2631.0	593.0	1998.0	959.0	1597.0	1118.0	1471.0	883.0	1674.0	780.0	1744.0	797.0	1683.0	955.0	1460.0	746.0	593.0	3275.0	1998.0	0.15606362	0.17214748	0.18552598	0.37519562	0.34532654	0.22886916	0.43182695	0.30903327	0.32137096	0.39544514	0.2920805	1175.3318	2848.6682
645	"871"	55	988	1	"2501"	"55 2501"	"10552501"	"010552501"	"A"	"Rainbow City Fire Station #2"	"Rainbow City Fire Station #2"	0	"G5240"	"N"	17211833	4310761	33.891804	-86.08805	"Rainbow City Fire Station #2"	1190	"988"	"1"	"NA"	"RAINBOW CITY FIRE DEPARTMENT 2"	673.0	92.0	560.0	667.0	120.0	537.0	658.0	130.0	522.0	653.0	447.0	123.0	314.0	189.0	245.0	226.0	214.0	175.0	251.0	138.0	287.0	147.0	260.0	176.0	224.0	130.0	123.0	522.0	314.0	0.1411043	0.1826484	0.1993865	0.43548387	0.41079813	0.28146452	0.51363635	0.32470587	0.36117935	0.44	0.32904074	214.53456	437.46545
646	"833"	55	702	1	"2001"	"55 2001"	"10552001"	"010552001"	"A"	"Altoona City Hall"	"Altoona City Hall"	0	"G5240"	"N"	13326490	276460	34.040268	-86.312706	"Altoona City Hall"	923	"702"	"1"	"NA"	"ALTOONA CITY HALL"	291.0	58.0	229.0	291.0	67.0	215.0	282.0	72.0	209.0	281.0	193.0	60.0	127.0	98.0	85.0	106.0	80.0	77.0	106.0	69.0	111.0	77.0	101.0	83.0	92.0	72.0	60.0	209.0	127.0	0.20209059	0.23758866	0.25622776	0.5355191	0.420765	0.32085562	0.56989247	0.38333333	0.43258426	0.47428572	0.38331425	110.01119	176.98882
647	"844"	55	718	1	"1701"	"55 1701"	"10551701"	"010551701"	"A"	"Eqypt Community Center"	"Eqypt Community Center"	0	"G5240"	"N"	23156216	0	34.08132	-86.16694	"Eqypt Community Center"	958	"718"	"1"	"NA"	"EGYPT COMMUNITY CENTER"	308.0	64.0	236.0	305.0	52.0	251.0	303.0	63.0	238.0	301.0	231.0	80.0	146.0	114.0	105.0	128.0	96.0	94.0	131.0	94.0	122.0	94.0	122.0	107.0	104.0	63.0	80.0	238.0	146.0	0.21333334	0.17161717	0.20930232	0.5205479	0.41777778	0.3539823	0.5714286	0.4351852	0.4351852	0.507109	0.3835469	115.064064	184.93594
648	"850"	55	782	1	"2201"	"55 2201"	"10552201"	"010552201"	"A"	"Gallant Community Center"	"Gallant Community Center"	0	"G5240"	"N"	52564205	130033	34.00156	-86.217705	"Gallant Community Center"	1005	"782"	"1"	"NA"	"GALLANT COMMUNITY CENTER"	447.0	55.0	378.0	441.0	78.0	352.0	431.0	90.0	345.0	435.0	323.0	77.0	232.0	132.0	146.0	157.0	156.0	133.0	174.0	88.0	206.0	97.0	184.0	97.0	173.0	90.0	77.0	345.0	232.0	0.12702079	0.18139535	0.20689656	0.47482014	0.43322477	0.24919094	0.50159746	0.2993197	0.34519574	0.35925925	0.31779206	137.60396	295.39603
649	"853"	55	4428	1	"501"	"55 501"	"10550501"	"010550501"	"P"	"Hokes Bluff Community Center"	"Hokes Bluff Community Center"	0	"G5240"	"S"	74148791	1172548	33.987263	-85.857414	"Hokes Bluff Community Center"	5699	"4428"	"1"	"NA"	"HOKES BLUFF COMMUNITY CNTR 1, 2"	2677.0	459.0	2153.0	2667.0	530.0	2093.0	2627.0	583.0	2033.0	2617.0	1849.0	550.0	1254.0	782.0	1008.0	916.0	887.0	727.0	1058.0	656.0	1105.0	695.0	1029.0	817.0	851.0	583.0	550.0	2033.0	1254.0	0.17572741	0.20205872	0.22285932	0.4368715	0.40728292	0.30487806	0.50804216	0.37251562	0.40313226	0.48980814	0.3523176	920.2536	1691.7465
650	"880"	55	642	1	"701"	"55 701"	"10550701"	"010550701"	"A"	"Union #3 Baptist Church"	"Union #3 Baptist Church"	0	"G5240"	"N"	65149639	1672465	34.07474	-85.79979	"Union #3 Baptist Church"	855	"642"	"1"	"NA"	"UNION 3 BAPTIST CHURCH"	304.0	45.0	253.0	302.0	63.0	233.0	297.0	66.0	228.0	295.0	214.0	45.0	162.0	91.0	115.0	110.0	99.0	66.0	140.0	74.0	128.0	67.0	124.0	88.0	94.0	66.0	45.0	228.0	162.0	0.15100671	0.21283785	0.2244898	0.44174758	0.32038835	0.2173913	0.5263158	0.36633664	0.35078534	0.48351648	0.32948157	98.18551	199.81448
651	"847"	55	1108	1	"601"	"55 601"	"10550601"	"010550601"	"A"	"Fords Valley Water Co-Op"	"Fords Valley Water Co-Op"	0	"G5240"	"N"	48863230	121199	33.9746	-85.7703	"Fords Valley Water Co-Op"	1450	"1108"	"1"	"NA"	"FORDS VALLEY WATER"	487.0	92.0	387.0	484.0	108.0	371.0	479.0	128.0	348.0	477.0	296.0	101.0	194.0	147.0	145.0	161.0	131.0	124.0	169.0	132.0	160.0	125.0	161.0	149.0	135.0	128.0	101.0	348.0	194.0	0.1920668	0.22546972	0.26890758	0.50342464	0.42320818	0.3423729	0.55136985	0.4520548	0.43706295	0.5246479	0.39205852	187.79604	291.20395
652	"897"	57	4591	1	"101"	"57 101"	"10570101"	"010570101"	"A"	"Town"	"Town"	0	"G5240"	"N"	125296682	679344	33.682114	-87.8319	"Town"	5935	"4591"	"1"	"NA"	"FAYETTE CIVIC CENTER, FAYETTE CIVIC CENTER, FAYETTE YOUTH CENTER"	2635.0	882.0	1710.0	2627.0	869.0	1711.0	2586.0	888.0	1661.0	2560.0	1956.0	616.0	1285.0	890.0	1020.0	1188.0	727.0	969.0	917.0	810.0	1016.0	786.0	1000.0	863.0	848.0	888.0	616.0	1661.0	1285.0	0.3402778	0.3368217	0.34837192	0.46596858	0.5137858	0.32403997	0.62036556	0.44359255	0.44008958	0.5043834	0.43376967	1124.331	1467.669
653	"896"	57	446	1	"801"	"57 801"	"10570801"	"010570801"	"A"	"Collins"	"Collins"	0	"G5240"	"N"	68862234	142343	33.728546	-87.90795	"Collins"	560	"446"	"1"	"NA"	"COLLIN VT CNT MOUNT VERNON"	266.0	28.0	235.0	265.0	33.0	225.0	258.0	34.0	222.0	256.0	217.0	35.0	167.0	61.0	139.0	93.0	109.0	70.0	130.0	48.0	143.0	48.0	137.0	53.0	118.0	34.0	35.0	222.0	167.0	0.10646388	0.12790698	0.1328125	0.305	0.35	0.17326732	0.46039605	0.2513089	0.25945947	0.30994153	0.24765566	65.13344	197.86656
654	"902"	57	503	1	"1401"	"57 1401"	"10571401"	"010571401"	"A"	"Gilpin"	"Gilpin"	0	"G5240"	"N"	94736016	113825	33.804367	-87.80598	"Gilpin"	644	"503"	"1"	"NA"	"GILPIN LAWRENCE MILL COMM CNT"	359.0	51.0	303.0	356.0	61.0	285.0	346.0	60.0	284.0	345.0	293.0	62.0	210.0	112.0	167.0	146.0	138.0	100.0	176.0	87.0	176.0	75.0	180.0	98.0	144.0	60.0	62.0	284.0	210.0	0.1440678	0.17630059	0.1744186	0.4014337	0.36231884	0.22794117	0.5140845	0.33079848	0.29411766	0.40495867	0.303044	107.27757	246.72243
655	"911"	57	613	1	"401"	"57 401"	"10570401"	"010570401"	"A"	"Stough"	"Stough"	0	"G5240"	"N"	71271455	466831	33.69777	-87.75438	"Stough"	793	"613"	"1"	"NA"	"STOUGH VOTING CENTER"	310.0	42.0	266.0	308.0	49.0	248.0	297.0	58.0	240.0	299.0	254.0	70.0	163.0	103.0	137.0	141.0	102.0	104.0	133.0	85.0	140.0	84.0	129.0	99.0	102.0	58.0	70.0	240.0	163.0	0.13636364	0.16498317	0.19463088	0.42916667	0.43881857	0.3004292	0.5802469	0.37777779	0.3943662	0.49253732	0.35093203	108.08707	199.91293
656	"910"	57	213	1	"1701"	"57 1701"	"10571701"	"010571701"	"A"	"Stonewall"	"Stonewall"	0	"G5240"	"N"	71317286	1046124	33.609707	-87.75285	"Stonewall"	258	"213"	"1"	"NA"	"STONEWALL CANNAN COMM CNT"	157.0	110.0	47.0	157.0	114.0	41.0	155.0	112.0	41.0	153.0	124.0	78.0	39.0	96.0	27.0	107.0	15.0	86.0	32.0	87.0	26.0	89.0	24.0	97.0	13.0	112.0	78.0	41.0	39.0	0.7006369	0.7354839	0.73202616	0.7804878	0.7288136	0.6666667	0.8770492	0.7699115	0.7876106	0.8818182	0.76605046	120.26992	36.73008
